Station,Setup_date,Retrieval_date.Function.Date,Latitude,Longitude
Cell57Camera2,6/7/2016,9/5/2016,0,0
Cell57Camera2K,6/8/2017,8/7/2017,0,0
Cell57Camera3,6/15/2016,9/14/2016,0,0
Cell57Camera3K,6/8/2017,8/7/2017,0,0
Cell57Camera4,6/15/2016,9/21/2016,0,0
Cell57Camera5,6/15/2016,9/21/2016,0,0
Cell58Camera1K,6/7/2017,8/7/2017,0,0
Cell58Camera2K,6/7/2017,8/7/2017,0,0
Cell58Camera3K,6/7/2017,8/7/2017,0,0
Cell58Camera4K,6/7/2017,8/7/2017,0,0
Cell59Camera1,7/14/2017,10/10/2017,0,0
Cell59Camera1K,7/27/2016,10/7/2016,0,0
Cell59Camera2,7/14/2017,10/10/2017,0,0
Cell59Camera2K,7/28/2016,10/7/2016,0,0
Cell59Camera3,7/14/2017,10/10/2017,0,0
Cell59Camera3K,7/28/2016,10/7/2016,0,0
Cell59Camera4,7/14/2017,10/10/2017,0,0
Cell59Camera4K,7/28/2016,10/7/2016,0,0
Cell60Camera1,6/2/2016,8/15/2016,0,0
Cell60Camera1K,6/11/2017,8/10/2017,0,0
Cell60Camera2,6/2/2016,8/15/2016,0,0
Cell60Camera2K,6/12/2017,7/9/2017,0,0
Cell60Camera3,6/1/2016,8/15/2016,0,0
Cell60Camera3K,6/12/2017,7/26/2017,0,0
Cell60Camera4,6/1/2016,8/15/2016,0,0
Cell60Camera4K,6/12/2017,8/10/2017,0,0
Cell60Camera5,6/1/2016,8/15/2016,0,0
Cell61Camera1K,8/10/2017,10/21/2017,0,0
Cell61Camera2K,8/10/2017,10/21/2017,0,0
Cell61Camera3K,8/10/2017,10/21/2017,0,0
Cell61Camera4K,8/10/2017,10/21/2017,0,0
Cell62Camera1K,8/11/2016,10/9/2016,0,0
Cell62Camera2K,8/11/2016,10/9/2016,0,0
Cell62Camera3K,8/11/2016,10/9/2016,0,0
Cell62Camera4K,8/11/2016,10/9/2016,0,0
Cell63Camera1K,8/10/2017,10/21/2017,0,0
Cell63Camera2K,8/11/2017,10/21/2017,0,0
Cell63Camera3K,8/11/2017,10/11/2017,0,0
Cell63Camera4K,8/11/2017,10/3/2017,0,0
Cell64Camera1K,8/10/2016,10/9/2016,0,0
Cell64Camera2K,8/11/2016,10/9/2016,0,0
Cell64Camera3K,8/11/2016,10/9/2016,0,0
Cell64Camera4K,8/11/2016,10/9/2016,0,0
Cell65Camera2K,6/11/2017,8/11/2017,0,0
Cell65Camera3K,7/6/2017,8/11/2017,0,0
Cell65Camera4K,6/11/2017,8/11/2017,0,0
Cell66Camera1K,6/3/2016,8/8/2016,0,0
Cell66Camera2K,6/3/2016,8/8/2016,0,0
Cell66Camera3K,6/3/2016,8/8/2016,0,0
Cell66Camera4K,6/3/2016,8/8/2016,0,0
Cell673Camera1,7/15/2017,9/19/2017,0,0
Cell673Camera2,7/15/2017,9/19/2017,0,0
Cell673Camera3,7/15/2017,9/19/2017,0,0
Cell67Camera1K,6/4/2016,8/10/2016,0,0
Cell67Camera2K,6/4/2016,8/10/2016,0,0
Cell67Camera3K,6/4/2016,8/10/2016,0,0
Cell67Camera4K,6/4/2016,8/10/2016,0,0
Cell68Camera1K,7/7/2017,8/11/2017,0,0
Cell68Camera3K,6/10/2017,8/10/2017,0,0
Cell68Camera4K,6/11/2017,8/11/2017,0,0
Cell69Camera1K,8/11/2017,10/21/2017,0,0
Cell69Camera2K,8/12/2017,10/21/2017,0,0
Cell69Camera3K,8/12/2017,10/21/2017,0,0
Cell69Camera4K,8/12/2017,10/9/2017,0,0
Cell702Camera1,7/18/2017,9/21/2017,0,0
Cell702Camera2,7/18/2017,9/21/2017,0,0
Cell70Camera1,7/14/2017,9/25/2017,0,0
Cell70Camera2,7/14/2017,9/25/2017,0,0
Cell70Camera2K,6/4/2016,8/10/2016,0,0
Cell70Camera3,7/24/2017,9/26/2017,0,0
Cell70Camera3K,6/4/2016,8/10/2016,0,0
Cell70Camera4,7/24/2017,9/26/2017,0,0
Cell70camera4K,6/4/2016,8/10/2016,0,0
Cell717Camera1,7/12/2017,11/10/2017,0,0
Cell717Camera2,7/12/2017,11/10/2017,0,0
Cell717Camera3,7/12/2017,11/10/2017,0,0
Cell717Camera4,7/12/2017,11/10/2017,0,0
Cell71Camera1K,8/11/2017,10/21/2017,0,0
Cell71Camera3K,8/11/2017,10/21/2017,0,0
Cell71Camera4K,8/11/2017,9/28/2017,0,0
Cell72Camera1K,8/6/2017,10/6/2017,0,0
Cell72Camera2K,8/6/2017,10/6/2017,0,0
Cell72Camera3K,8/6/2017,10/6/2017,0,0
Cell731Camera1,7/11/2017,11/6/2017,0,0
Cell731Camera2,7/11/2017,11/6/2017,0,0
Cell731Camera3,7/11/2017,11/6/2017,0,0
Cell731Camera4,7/12/2017,11/6/2017,0,0
Cell73Camera1K,8/11/2016,10/9/2016,0,0
Cell73Camera2K,8/11/2016,10/9/2016,0,0
Cell73Camera3K,8/11/2016,10/9/2016,0,0
Cell73Camera4K,8/11/2016,10/9/2016,0,0
Cell74Camera1BK,7/2/2016,8/10/2016,0,0
Cell74Camera2K,5/23/2016,8/10/2016,0,0
Cell74Camera3K,5/23/2016,8/10/2016,0,0
Cell74Camera4K,5/23/2016,8/10/2016,0,0
Cell76Camera1K,7/27/2016,10/7/2016,0,0
Cell76Camera2K,7/28/2016,10/7/2016,0,0
Cell76Camera3K,7/28/2016,10/7/2016,0,0
Cell76Camera4K,7/28/2016,10/7/2016,0,0
Cell77Camera1K,5/28/2016,7/27/2016,0,0
Cell77Camera2K,5/28/2016,7/27/2016,0,0
Cell77Camera3K,5/28/2016,7/27/2016,0,0
Cell77Camera4K,5/28/2016,7/27/2016,0,0
Cell78Camera1K,6/8/2017,8/7/2017,0,0
Cell78Camera2K,6/8/2017,8/7/2017,0,0
Cell78Camera3K,6/8/2017,8/7/2017,0,0
Cell78Camera4K,6/8/2017,8/7/2017,0,0
Cell8Camera1K,6/6/2017,8/8/2017,0,0
Cell8Camera2K,6/6/2017,8/8/2017,0,0
Cell8Camera3K,6/6/2017,8/8/2017,0,0
Cell8Camera4K,6/6/2017,8/8/2017,0,0
Cell91Camera1,6/21/2017,10/13/2017,0,0
Cell91Camera2,6/21/2017,10/13/2017,0,0
Cell91Camera4,6/21/2017,8/3/2017,0,0
Cell95Camera1,7/14/2017,9/25/2017,0,0
Cell95Camera2,7/14/2017,9/25/2017,0,0
Cell95Camera3,7/14/2017,9/25/2017,0,0
Cell95Camera4,7/14/2017,9/25/2017,0,0
Cell98Camera1,7/21/2016,9/25/2016,0,0
Cell98Camera2,7/21/2016,9/25/2016,0,0
Cell98Camera3,7/21/2016,9/25/2016,0,0
Cell9Camera1,7/14/2017,9/25/2017,0,0
Cell9Camera1K,8/9/2017,10/8/2017,0,0
Cell9Camera2,7/14/2017,9/25/2017,0,0
Cell9Camera2K,8/9/2017,10/8/2017,0,0
Cell9Camera3,7/14/2017,9/25/2017,0,0
Cell9Camera3K,8/9/2017,10/8/2017,0,0
Cell9Camera4,7/14/2017,9/25/2017,0,0
Cell9Camera4K,8/9/2017,9/3/2017,0,0
